,PID,Speed,PupilDilation,rel_PupilDilation
142,14,250,3.43051204981448,0.19204569392182325
143,14,300,3.6257079325265007,0.45565209938629486
144,14,350,3.6531865378436104,0.012804347312424082
145,14,400,3.915988784470243,0.15667161838027752
146,14,450,3.592661881073123,0.003338931881443173
147,14,500,3.569892908858773,-0.06706819281587159
148,14,550,3.3534890004141586,-0.11807994518769033
149,14,600,3.405331143941038,-0.09788080986958606
150,15,0,2.8180471673322702,0.1868570358156782
151,15,200,2.596946178065166,0.10622957449374855
152,15,250,2.720962825511875,0.14058810210759873
153,15,300,2.559615661064432,0.1130050123833728
154,15,350,2.673953396805114,0.24592997756520812
155,15,400,2.662602746408049,0.2045394855907382
156,15,450,2.6206450278551565,0.26269861397955513
157,15,500,2.640985692767708,0.2305532812844538
158,15,550,2.7000194303069063,0.25544858078083826
159,15,600,2.7263532438919973,0.22189124389198067
160,16,0,2.9562955685846632,0.3339568428902274
161,16,200,2.500445144053717,0.19744782492929633
162,16,250,2.481546238608663,0.2543072617300466
163,16,300,2.3991336823693596,0.059809387976831434
164,16,350,2.4474208388619663,0.16432010646758763
165,16,400,2.5111661065894317,0.2624792936564007
166,16,450,2.6003000933985336,0.4090102030982996
167,16,500,2.7195014365729993,0.352091837957073
168,16,550,2.6001561179529875,0.3095371364074278
169,16,600,2.5717985735996614,0.3698516263546344
170,17,0,3.501962618046431,-0.5978038918487996
171,17,200,3.373057121428072,-0.41614059252809266
172,17,250,3.457774678269042,0.1550220443198523
173,17,300,3.3662185206436805,-0.2852849349503328
174,17,350,3.4982942395179513,0.11749103643007003
175,17,400,3.527127834957198,0.2882885143112773
176,17,450,3.3946937350328903,0.32603383203058306
177,17,500,3.5907367551213896,-0.07556492026505644
178,17,550,3.415209234320027,0.2916943458223561
179,17,600,3.514558951042807,0.14031206433761395
180,18,0,3.7509947543086124,0.3031849864102332
181,18,200,3.333595267250976,-0.032289696910873245
182,18,250,3.3247314273127766,-0.08232124361746199
183,18,300,3.3594296822006506,-0.02492753142521118
184,18,350,3.601645460516222,0.27673621371761986
185,18,400,3.3854931051616868,0.12081163996445929
186,18,450,3.5293089623911973,0.08181764678426533
187,18,500,3.5817488089064375,0.10524719112351906
188,18,550,3.6788680287012254,0.6866332314822069
189,18,600,3.6862866817979554,0.2359231326650026
