startPause,activeScene,textFile,calculationMethod,backgroundColor,speed,phase,pupilDilation_L,pupilDilation_R,gazePosition
15,NormalReading,a,A,W,0,calibration,0,0,(0.00, 0.00, 0.00)
15,NormalReading,a,A,W,0,calibration,4.704681,4.965256,(0.00, 0.00, 0.00)
15,NormalReading,a,A,W,0,calibration,5.314301,5.200836,(-0.13, 0.32, 90.00)
15,NormalReading,a,A,W,0,calibration,5.235825,5.160355,(3.18, 4.58, 90.00)
15,NormalReading,a,A,W,0,calibration,5.236191,5.159073,(2.97, 4.66, 90.00)
15,NormalReading,a,A,W,0,calibration,5.236191,5.159073,(3.02, 4.71, 90.00)
15,NormalReading,a,A,W,0,calibration,5.235046,5.159317,(3.02, 4.71, 90.00)
15,NormalReading,a,A,W,0,calibration,5.221619,5.156006,(3.03, 4.72, 90.00)
15,NormalReading,a,A,W,0,calibration,5.175415,5.150665,(2.90, 5.04, 90.00)
15,NormalReading,a,A,W,0,calibration,5.175888,5.147003,(2.82, 4.94, 90.00)
15,NormalReading,a,A,W,0,calibration,5.177277,5.130219,(2.91, 4.94, 90.00)
15,NormalReading,a,A,W,0,calibration,5.171646,5.129333,(2.97, 4.91, 90.00)
15,NormalReading,a,A,W,0,calibration,5.171722,5.128311,(2.89, 4.82, 90.00)
15,NormalReading,a,A,W,0,calibration,5.169495,5.116302,(2.76, 4.88, 90.00)
15,NormalReading,a,A,W,0,calibration,5.169617,5.116302,(2.72, 4.81, 90.00)
15,NormalReading,a,A,W,0,calibration,5.169937,5.127762,(2.68, 4.81, 90.00)
15,NormalReading,a,A,W,0,calibration,5.19165,5.104584,(2.63, 4.84, 90.00)
15,NormalReading,a,A,W,0,calibration,5.198196,5.1008,(3.02, 4.84, 90.00)
15,NormalReading,a,A,W,0,calibration,5.202499,5.097473,(3.09, 4.83, 90.00)
15,NormalReading,a,A,W,0,calibration,5.225754,5.188705,(3.14, 4.86, 90.00)
15,NormalReading,a,A,W,0,calibration,5.312531,5.057327,(6.50, 4.63, 90.00)
15,NormalReading,a,A,W,0,calibration,5.288452,5.187943,(6.31, 5.14, 90.00)
15,NormalReading,a,A,W,0,calibration,5.290009,5.175003,(6.35, 4.54, 90.00)
15,NormalReading,a,A,W,0,calibration,5.272125,5.155243,(6.41, 5.17, 90.00)
15,NormalReading,a,A,W,0,calibration,5.25441,5.17363,(6.53, 5.12, 90.00)
15,NormalReading,a,A,W,0,calibration,5.25647,5.148132,(6.41, 5.12, 90.00)
15,NormalReading,a,A,W,0,calibration,5.252792,5.141541,(6.38, 5.24, 90.00)
15,NormalReading,a,A,W,0,calibration,5.255783,5.134918,(6.37, 5.14, 90.00)
15,NormalReading,a,A,W,0,calibration,5.255936,5.136536,(6.42, 5.09, 90.00)
15,NormalReading,a,A,W,0,calibration,5.253128,5.141617,(6.37, 5.25, 90.00)
15,NormalReading,a,A,W,0,calibration,5.249924,5.142746,(6.40, 5.22, 90.00)
15,NormalReading,a,A,W,0,calibration,5.250488,5.1427,(6.43, 5.25, 90.00)
15,NormalReading,a,A,W,0,calibration,5.25061,5.142776,(6.42, 5.31, 90.00)
15,NormalReading,a,A,W,0,calibration,5.249542,5.147873,(6.43, 5.32, 90.00)
15,NormalReading,a,A,W,0,calibration,5.264725,5.141724,(6.34, 5.25, 90.00)
15,NormalReading,a,A,W,0,calibration,5.264404,5.14122,(6.22, 5.24, 90.00)
15,NormalReading,a,A,W,0,calibration,5.26413,5.137177,(6.17, 5.17, 90.00)
15,NormalReading,a,A,W,0,calibration,5.234848,5.123611,(6.36, 5.37, 90.00)
15,NormalReading,a,A,W,0,calibration,5.217651,5.12294,(6.35, 5.45, 90.00)
15,NormalReading,a,A,W,0,calibration,5.19548,5.114578,(6.34, 5.43, 90.00)
15,NormalReading,a,A,W,0,calibration,5.175888,5.070572,(6.36, 5.44, 90.00)
15,NormalReading,a,A,W,0,calibration,5.130569,4.996582,(6.46, 5.43, 90.00)
