startPause,activeScene,textFile,calculationMethod,backgroundColor,speed,phase,pupilDilation_L,pupilDilation_R,gazePosition
15,NormalReading,g,A,B,0,calibration,0,0,(0.00, 0.00, 0.00)
15,NormalReading,g,A,B,0,calibration,3.268784,3.349609,(0.00, 0.00, 0.00)
15,NormalReading,g,A,B,0,calibration,2.870163,2.887482,(9.17, -14.45, 90.00)
15,NormalReading,g,A,B,0,calibration,3.012436,2.83194,(4.22, -8.47, 90.00)
15,NormalReading,g,A,B,0,calibration,2.916611,2.797821,(-0.62, -14.34, 90.00)
15,NormalReading,g,A,B,0,calibration,2.930267,2.788162,(-1.17, -14.49, 90.00)
15,NormalReading,g,A,B,0,calibration,2.91806,2.769638,(-0.62, -14.19, 90.00)
15,NormalReading,g,A,B,0,calibration,2.932358,2.727798,(-0.57, -14.14, 90.00)
15,NormalReading,g,A,B,0,calibration,2.933716,2.730743,(-0.61, -14.02, 90.00)
15,NormalReading,g,A,B,0,calibration,2.946915,2.740875,(-0.33, -13.30, 90.00)
15,NormalReading,g,A,B,0,calibration,2.947845,2.665466,(-0.12, -13.27, 90.00)
15,NormalReading,g,A,B,0,calibration,2.948486,2.830902,(-0.15, -13.25, 90.00)
15,NormalReading,g,A,B,0,calibration,2.968552,2.866364,(-0.25, -13.43, 90.00)
15,NormalReading,g,A,B,0,calibration,2.902145,2.799286,(0.76, -13.59, 90.00)
15,NormalReading,g,A,B,0,calibration,2.883301,2.716232,(0.79, -13.17, 90.00)
15,NormalReading,g,A,B,0,calibration,2.894928,2.836212,(0.56, -13.50, 90.00)
15,NormalReading,g,A,B,0,calibration,2.887482,2.716766,(0.94, -13.13, 90.00)
15,NormalReading,g,A,B,0,calibration,2.87619,2.728714,(1.04, -12.98, 90.00)
15,NormalReading,g,A,B,0,calibration,2.867691,2.764038,(1.40, -12.84, 90.00)
15,NormalReading,g,A,B,0,calibration,2.865585,2.783508,(1.22, -13.01, 90.00)
15,NormalReading,g,A,B,0,calibration,2.851318,2.798172,(1.49, -12.70, 90.00)
15,NormalReading,g,A,B,0,calibration,2.693283,2.778748,(1.41, -13.15, 90.00)
15,NormalReading,g,A,B,0,calibration,2.842346,2.776566,(1.74, -12.21, 90.00)
15,NormalReading,g,A,B,0,calibration,2.787415,2.739548,(1.79, -12.44, 90.00)
15,NormalReading,g,A,B,0,calibration,2.732132,2.722443,(1.96, -12.89, 90.00)
15,NormalReading,g,A,B,0,calibration,2.729279,2.74115,(2.21, -12.29, 90.00)
15,NormalReading,g,A,B,0,calibration,2.728775,2.756378,(2.07, -12.40, 90.00)
15,NormalReading,g,A,B,0,calibration,2.728745,2.765076,(1.97, -12.27, 90.00)
15,NormalReading,g,A,B,0,calibration,2.761017,2.758087,(2.02, -12.18, 90.00)
15,NormalReading,g,A,B,0,calibration,2.79512,2.765015,(1.86, -12.75, 90.00)
15,NormalReading,g,A,B,0,calibration,2.833206,2.770096,(2.09, -12.48, 90.00)
15,NormalReading,g,A,B,0,calibration,2.716614,2.76796,(2.00, -12.36, 90.00)
15,NormalReading,g,A,B,0,calibration,2.816864,2.759583,(2.31, -12.42, 90.00)
15,NormalReading,g,A,B,0,calibration,2.808975,2.749084,(2.32, -12.19, 90.00)
15,NormalReading,g,A,B,0,calibration,2.801559,2.749222,(2.21, -12.47, 90.00)
15,NormalReading,g,A,B,0,calibration,2.815399,2.766953,(2.19, -12.69, 90.00)
15,NormalReading,g,A,B,0,calibration,2.882507,2.931259,(1.94, -12.40, 90.00)
15,NormalReading,g,A,B,0,calibration,2.869232,2.868347,(-0.91, -8.72, 90.00)
15,NormalReading,g,A,B,0,calibration,2.755219,2.770813,(-2.92, -4.75, 90.00)
15,NormalReading,g,A,B,0,calibration,2.81189,2.792542,(-2.67, -3.70, 90.00)
15,NormalReading,g,A,B,0,calibration,2.829849,2.90181,(-2.77, -4.13, 90.00)
15,NormalReading,g,A,B,0,calibration,2.776199,2.809204,(-3.06, -4.08, 90.00)
15,NormalReading,g,A,B,0,calibration,2.806335,2.81189,(-2.94, -4.31, 90.00)
